"lapse","polholder_age","polholder_BMCevol","polholder_diffdriver","polholder_gender","polholder_job","policy_age","policy_caruse","policy_nbcontract","prem_final","prem_freqperyear","prem_last","prem_market","prem_pure","vehicl_age","vehicl_agepurchase","vehicl_garage","vehicl_powerkw","vehicl_region"
0,44,"stable","only partner","Male","normal",2,"private or freelance work",1,236.14,"1 per year",236.15,226.59,245.14,11,6,"private garage","150 kW","Reg8"
0,39,"stable","same","Female","normal",0,"private or freelance work",1,231.46,"4 per year",231.47,297.05,231.47,17,15,"street","75 kW","Reg12"
0,36,"stable","same","Male","normal",7,"private or freelance work",1,243.64,"4 per year",243.65,281.41,252.99,12,5,"private garage","100 kW","Reg3"
0,71,"stable","all drivers > 24","Male","normal",5,"unknown",1,421.92,"1 per year",421.94,425.36,442.01,18,7,"unknown","75 kW","Reg7"
0,57,"stable","same","Male","normal",10,"unknown",1,293.08,"1 per year",293.09,189.95,293.09,15,2,"street","75 kW","Reg13"
0,40,"down","only partner","Male","normal",0,"private or freelance work",2,372.91,"2 per year",380.53,470.44,379.2,12,8,"other","75 kW","Reg6"
0,37,"stable","only partner","Male","normal",3,"private or freelance work",1,510.04,"4 per year",510.05,568.61,555.75,12,7,"street","75 kW","Reg2"
0,36,"stable","only partner","Male","normal",2,"private or freelance work",1,552.79,"2 per year",552.8,450.88,532.19,15,13,"street","75 kW","Reg14"
0,30,"down","same","Male","normal",0,"private or freelance work",1,721.58,"4 per year",752.95,653.5,627.46,16,16,"street","100 kW","Reg12"
0,36,"stable","only partner","Male","normal",1,"private or freelance work",1,240.83,"2 per year",231.89,269.74,240.83,10,6,"street","100 kW","Reg10"
0,28,"down","same","Female","normal",0,"private or freelance work",1,387.77,"12 per year",450.44,442.75,365.68,16,14,"street","25-50 kW","Reg7"
1,42,"down","all drivers > 24","Female","medical",4,"private or freelance work",2,225.51,"2 per year",230.11,234.61,210.2,14,7,"private garage","25-50 kW","Reg4"
0,45,"stable","same","Male","normal",8,"private or freelance work",1,255.15,"1 per year",245.71,254.22,255.15,10,0,"street","100 kW","Reg9"
0,41,"stable","only partner","Male","normal",0,"private or freelance work",3,194.98,"12 per year",194.99,235.29,204.21,9,4,"other","25-50 kW","Reg4"
0,58,"stable","all drivers > 24","Female","normal",6,"private or freelance work",1,667.41,"4 per year",667.43,411.51,667.43,18,15,"private garage","150 kW","Reg4"
1,43,"stable","only partner","Male","normal",1,"private or freelance work",1,291.96,"1 per year",291.98,337.3,303.12,12,3,"private garage","75 kW","Reg9"
0,30,"down","same","Female","medical",1,"private or freelance work",1,200.92,"2 per year",205.03,268.71,176.26,6,3,"underground garage","100 kW","Reg7"
0,49,"stable","same","Male","normal",1,"private or freelance work",1,258.51,"4 per year",258.53,280.21,268.44,16,6,"underground garage","100 kW","Reg9"
0,37,"stable","only partner","Male","normal",2,"private or freelance work",3,279.3,"1 per year",279.31,305.96,287.2,13,7,"street","75 kW","Reg8"
0,36,"down","all drivers > 24","Female","normal",2,"private or freelance work",2,424.49,"4 per year",433.15,452.25,420.34,13,3,"street","75 kW","Reg10"
0,30,"stable","same","Male","medical",2,"private or freelance work",1,481.9,"4 per year",481.91,410.1,481.91,15,11,"parking deck","75 kW","Reg4"
0,69,"down","young drivers","Male","normal",0,"private or freelance work",1,309.69,"1 per year",316.01,467.24,309.34,11,7,"parking deck","75 kW","Reg5"
0,34,"down","all drivers > 24","Male","medical",4,"private or freelance work",1,618.59,"1 per year",631.21,429.21,551.9,10,5,"unknown","100 kW","Reg4"
0,40,"stable","same","Female","normal",5,"unknown",1,178.8,"1 per year",170.3,165.07,182.7,12,0,"unknown","75 kW","Reg14"
0,36,"stable","same","Male","normal",1,"private or freelance work",2,215.21,"1 per year",215.22,210.03,202.04,18,10,"private garage","25-50 kW","Reg8"
0,22,"stable","same","Male","medical",0,"private or freelance work",1,1038.46,"4 per year",1038.48,1199.1,1028.59,6,5,"street","25-50 kW","Reg10"
0,34,"down","only partner","Male","normal",3,"private or freelance work",1,555.19,"4 per year",566.53,357.33,485.59,5,0,"unknown","75 kW","Reg5"
0,31,"down","same","Male","medical",1,"private or freelance work",1,472.76,"4 per year",482.41,457.52,463.62,16,14,"parking deck","125-300 kW","Reg5"
0,50,"down","only partner","Male","normal",2,"private or freelance work",3,380.03,"1 per year",387.79,307.43,352.54,15,12,"underground garage","75 kW","Reg7"
0,38,"stable","same","Female","medical",1,"private or freelance work",1,185.59,"2 per year",185.6,193.45,182.28,16,0,"private garage","75 kW","Reg8"
0,80,"up","same","Male","normal",10,"unknown",1,325.86,"1 per year",217.24,321.45,328.9,12,0,"private garage","75 kW","Reg5"
0,33,"down","same","Male","medical",1,"private or freelance work",1,399.2,"2 per year",407.35,410.6,395.65,9,8,"underground garage","75 kW","Reg8"
0,26,"down","same","Male","normal",1,"private or freelance work",2,1025.43,"4 per year",1070.01,939.81,926.92,17,16,"street","100 kW","Reg4"
0,56,"stable","same","Male","medical",7,"private or freelance work",2,181.66,"1 per year",181.66,190.82,181.66,12,4,"private garage","75 kW","Reg3"
0,44,"down","same","Female","normal",10,"private or freelance work",1,268.47,"1 per year",273.95,237.71,234.81,11,11,"private garage","100 kW","Reg5"
0,51,"stable","same","Female","medical",3,"private or freelance work",2,258.02,"1 per year",258.04,235.5,275.32,15,3,"unknown","75 kW","Reg7"
0,33,"down","only partner","Male","normal",0,"private or freelance work",1,804.9,"4 per year",934.99,807.64,704.42,12,12,"parking deck","75 kW","Reg11"
0,37,"down","all drivers > 24","Male","normal",0,"private or freelance work",1,329.22,"4 per year",335.94,434.84,335.02,15,6,"private garage","100 kW","Reg4"
0,46,"stable","young drivers","Male","medical",0,"private or freelance work",2,153.63,"1 per year",153.64,248.02,164.05,12,1,"private garage","100 kW","Reg4"
0,43,"stable","same","Male","normal",0,"private or freelance work",1,199.23,"4 per year",199.24,242.97,201.09,13,7,"other","75 kW","Reg4"
0,33,"stable","only partner","Male","medical",3,"private or freelance work",4,284.3,"1 per year",284.31,398.77,300.75,10,5,"street","100 kW","Reg10"
0,37,"stable","same","Male","medical",2,"private or freelance work",1,250.4,"2 per year",250.41,300.86,243.6,12,5,"carport","100 kW","Reg7"
0,35,"down","only partner","Male","normal",0,"private or freelance work",2,326.08,"1 per year",332.74,391.05,285.2,12,10,"street","75 kW","Reg5"
0,63,"stable","all drivers > 24","Female","medical",8,"private or freelance work",2,347.08,"12 per year",347.09,349.79,367.29,18,17,"street","25-50 kW","Reg9"
0,35,"stable","same","Male","normal",0,"private or freelance work",3,357.81,"4 per year",357.83,421.18,357.83,15,9,"carport","75 kW","Reg1"
0,60,"down","same","Male","medical",0,"private or freelance work",1,182.35,"12 per year",186.08,244.19,159.49,16,8,"street","100 kW","Reg5"
0,28,"down","same","Female","medical",0,"private or freelance work",1,286.55,"1 per year",292.4,342.01,265.83,12,10,"private garage","75 kW","Reg5"
0,31,"stable","only partner","Male","medical",1,"private or freelance work",2,266.51,"1 per year",266.53,290.71,279.27,15,7,"underground garage","125-300 kW","Reg8"
0,42,"stable","only partner","Male","medical",7,"private or freelance work",2,268.26,"1 per year",268.27,262.88,260.96,10,2,"private garage","100 kW","Reg4"
0,25,"down","only partner","Female","medical",0,"private or freelance work",1,567.99,"4 per year",659.79,652.71,531,15,15,"street","25-50 kW","Reg10"
0,37,"stable","same","Male","medical",1,"private or freelance work",1,235.03,"1 per year",235.03,294.88,235.03,10,5,"private garage","225 kW","Reg7"
0,41,"stable","same","Male","medical",0,"private or freelance work",1,190.13,"1 per year",190.14,218.47,212.65,16,15,"private garage","25-50 kW","Reg4"
0,35,"stable","same","Female","normal",0,"private or freelance work",1,259.65,"4 per year",259.66,251.9,259.66,16,15,"street","75 kW","Reg13"
0,42,"stable","only partner","Male","medical",10,"private or freelance work",1,218.19,"1 per year",218.2,285.49,228.54,11,0,"underground garage","100 kW","Reg5"
0,58,"down","young drivers","Male","normal",1,"private or freelance work",1,389.08,"1 per year",397.02,409.44,357.31,13,10,"private garage","75 kW","Reg4"
0,58,"stable","only partner","Male","normal",2,"private or freelance work",1,216.49,"4 per year",216.5,226.5,216.5,18,8,"street","75 kW","Reg4"
0,65,"stable","same","Female","normal",8,"unknown",2,403.04,"1 per year",403.05,280.39,343.91,13,4,"private garage","100 kW","Reg8"
0,47,"stable","only partner","Male","medical",11,"private or freelance work",2,251.94,"1 per year",251.95,238.88,221.22,0,0,"street","75 kW","Reg6"
0,60,"down","only partner","Male","normal",0,"private or freelance work",3,362.04,"1 per year",369.43,308.05,316.63,11,10,"parking deck","25-50 kW","Reg5"
0,59,"down","all drivers > 24","Male","medical",0,"private or freelance work",1,440.34,"12 per year",449.32,444.62,337.46,17,16,"private garage","100 kW","Reg11"
0,35,"down","same","Male","normal",0,"private or freelance work",1,248.61,"4 per year",253.69,295.4,228.31,16,13,"parking deck","75 kW","Reg7"
1,26,"down","all drivers > 24","Female","medical",2,"private or freelance work",1,452.98,"1 per year",462.22,501.81,420.21,12,8,"private garage","75 kW","Reg5"
0,51,"stable","only partner","Male","normal",0,"private or freelance work",1,154.85,"1 per year",154.86,176.75,149.46,6,0,"carport","100 kW","Reg10"
0,30,"down","only partner","Female","medical",2,"private or freelance work",1,359.32,"1 per year",366.65,379.24,346.11,11,10,"private garage","125-300 kW","Reg8"
0,36,"up","all drivers > 24","Female","normal",1,"private or freelance work",1,807.34,"4 per year",526.53,1208.2,807.32,16,11,"street","75 kW","Reg3"
0,34,"stable","only partner","Male","medical",1,"private or freelance work",4,177.2,"1 per year",177.2,253.61,177.2,17,12,"private garage","25-50 kW","Reg7"
1,36,"down","young drivers","Male","normal",2,"private or freelance work",2,566.73,"2 per year",578.3,360.02,530.11,9,7,"private garage","25-50 kW","Reg8"
1,82,"down","same","Male","medical",10,"private or freelance work",1,411.81,"1 per year",420.21,347.49,392.2,1,0,"private garage","75 kW","Reg4"
0,40,"stable","only partner","Male","normal",1,"private or freelance work",1,214.6,"1 per year",214.61,251.74,212.64,13,2,"private garage","125-300 kW","Reg4"
0,31,"down","only partner","Male","normal",0,"private or freelance work",1,261.02,"1 per year",266.35,299.26,246.69,11,0,"other","75 kW","Reg8"
0,61,"down","same","Male","normal",0,"private or freelance work",1,567.99,"2 per year",659.79,567.99,483.81,18,17,"private garage","75 kW","Reg14"
0,66,"stable","only partner","Female","normal",0,"private or freelance work",1,291.99,"1 per year",292,399.5,275.99,18,11,"other","125-300 kW","Reg5"
0,30,"stable","same","Male","normal",4,"unknown",1,614.14,"4 per year",614.15,408.31,580.6,15,6,"unknown","125-300 kW","Reg8"
0,22,"down","same","Female","normal",0,"private or freelance work",1,620.14,"4 per year",647.1,609.61,539.2,15,15,"private garage","25-50 kW","Reg7"
0,44,"down","only partner","Female","medical",4,"private or freelance work",1,524.91,"4 per year",535.62,579.88,446.35,6,0,"street","100 kW","Reg5"
0,33,"stable","only partner","Male","normal",1,"private or freelance work",1,289.25,"1 per year",289.26,331.57,308.86,14,10,"private garage","125-300 kW","Reg10"
0,46,"stable","same","Male","normal",3,"private or freelance work",1,343.49,"1 per year",333.94,300.16,343.49,10,1,"unknown","75 kW","Reg4"
0,31,"down","same","Male","normal",1,"private or freelance work",1,329.64,"4 per year",336.36,331.67,308.34,11,3,"street","75 kW","Reg4"
0,36,"stable","only partner","Male","normal",3,"private or freelance work",1,175.26,"1 per year",175.28,195.31,175.28,12,4,"private garage","75 kW","Reg12"
1,29,"down","same","Male","normal",1,"private or freelance work",1,750.58,"12 per year",783.21,608.15,652.68,14,13,"parking deck","100 kW","Reg4"
0,50,"stable","only partner","Female","normal",7,"unknown",2,319.55,"1 per year",319.56,342.66,319.56,15,8,"private garage","125-300 kW","Reg8"
1,44,"stable","same","Female","normal",7,"unknown",4,317.36,"4 per year",317.37,286.88,326.43,13,6,"private garage","75 kW","Reg3"
0,39,"stable","only partner","Male","normal",2,"private or freelance work",1,360.34,"1 per year",360.35,313.9,360.35,12,0,"other","100 kW","Reg7"
0,54,"stable","same","Male","normal",8,"unknown",1,481.3,"1 per year",481.31,320.76,481.31,15,5,"street","75 kW","Reg9"
0,85,"stable","only partner","Male","normal",10,"unknown",2,327.29,"1 per year",327.3,294.89,324.3,14,1,"private garage","100 kW","Reg7"
0,41,"stable","same","Female","normal",0,"private or freelance work",1,336.53,"12 per year",336.54,401.5,309.03,16,15,"private garage","150 kW","Reg7"
0,68,"stable","only partner","Male","normal",5,"private or freelance work",2,196.79,"1 per year",196.8,270.8,187.94,18,5,"street","75 kW","Reg6"
0,48,"down","only partner","Male","medical",8,"unknown",4,433.74,"1 per year",442.59,315.29,424.54,15,6,"private garage","100 kW","Reg5"
0,34,"down","only partner","Male","medical",0,"private or freelance work",1,193.7,"1 per year",197.65,226.66,174.66,10,0,"carport","75 kW","Reg12"
1,48,"down","only partner","Male","medical",10,"private or freelance work",1,264,"1 per year",269.39,249.34,239.45,10,6,"private garage","100 kW","Reg7"
0,27,"stable","same","Female","normal",3,"private or freelance work",1,372.25,"2 per year",372.26,339.45,372.26,12,7,"street","75 kW","Reg5"
0,33,"stable","only partner","Female","medical",1,"private or freelance work",3,189.04,"1 per year",189.04,198.04,189.04,5,0,"private garage","75 kW","Reg8"
0,58,"stable","same","Female","normal",0,"private or freelance work",1,219.98,"4 per year",219.99,270.29,219.99,18,18,"private garage","100 kW","Reg8"
0,28,"down","only partner","Male","normal",2,"private or freelance work",2,325.54,"1 per year",332.19,297.16,298.97,11,5,"private garage","75 kW","Reg4"
0,33,"stable","same","Female","medical",1,"private or freelance work",1,257.6,"1 per year",257.61,283.96,262.39,16,9,"private garage","100 kW","Reg6"
0,41,"stable","all drivers > 24","Male","medical",8,"private or freelance work",1,233.34,"1 per year",233.35,313.49,247.05,12,3,"street","75 kW","Reg9"
0,50,"stable","same","Female","normal",2,"private or freelance work",1,320.94,"12 per year",320.95,412.81,297.57,15,12,"street","75 kW","Reg4"
0,36,"stable","same","Male","medical",0,"private or freelance work",1,874.82,"4 per year",874.84,1052.72,874.84,14,13,"street","25-50 kW","Reg5"
0,32,"stable","same","Female","normal",0,"private or freelance work",1,191.41,"4 per year",191.42,222.75,169.94,13,10,"street","25-50 kW","Reg12"
0,46,"stable","young drivers","Female","medical",8,"unknown",1,261.03,"2 per year",261.04,145.31,256.35,8,0,"carport","25-50 kW","Reg3"
0,40,"up","only partner","Male","normal",0,"private or freelance work",1,241.5,"1 per year",161,295.21,260.35,8,2,"carport","75 kW","Reg5"
0,73,"down","only partner","Male","normal",8,"private or freelance work",2,228.74,"1 per year",233.41,230.47,213.71,11,0,"private garage","100 kW","Reg3"
0,65,"stable","all drivers > 24","Male","normal",0,"private or freelance work",3,315.74,"1 per year",315.75,371.97,315.75,14,9,"street","75 kW","Reg5"
0,51,"stable","same","Female","medical",10,"unknown",1,121.9,"2 per year",121.91,119.11,118.69,12,0,"private garage","25-50 kW","Reg7"
0,62,"down","only partner","Female","normal",0,"private or freelance work",2,342.6,"1 per year",349.59,412.49,314.62,5,0,"private garage","175 kW","Reg8"
0,37,"down","same","Male","medical",0,"private or freelance work",1,431.86,"2 per year",501.65,541.42,422.5,14,13,"private garage","25-50 kW","Reg6"
0,35,"down","only partner","Female","medical",1,"private or freelance work",1,265.48,"1 per year",270.9,251.83,236.35,9,8,"other","100 kW","Reg14"
0,51,"stable","same","Male","normal",10,"private or freelance work",2,276.69,"2 per year",276.7,216.31,256.34,6,5,"private garage","100 kW","Reg12"
0,33,"down","all drivers > 24","Male","normal",4,"private or freelance work",1,437.96,"12 per year",446.9,372.57,406.27,18,18,"street","125-300 kW","Reg7"
1,38,"down","all drivers > 24","Male","normal",1,"private or freelance work",1,279.99,"2 per year",285.7,303.38,238.78,10,4,"street","75 kW","Reg12"
0,41,"stable","same","Male","normal",5,"private or freelance work",1,186.06,"12 per year",186.08,205,186.08,14,0,"street","25-50 kW","Reg4"
0,25,"down","same","Female","normal",0,"private or freelance work",1,348.62,"12 per year",355.74,295.36,323.4,13,12,"private garage","25-50 kW","Reg7"
0,30,"down","same","Male","normal",0,"private or freelance work",1,480.82,"4 per year",490.64,388.4,476.45,18,14,"street","75 kW","Reg14"
0,34,"down","only partner","Male","normal",1,"private or freelance work",1,348.65,"4 per year",355.76,431.99,340.35,10,9,"other","100 kW","Reg3"
0,49,"down","young drivers","Male","medical",0,"private or freelance work",2,679.13,"1 per year",788.89,698.9,617.39,13,12,"private garage","25-50 kW","Reg7"
0,28,"down","only partner","Male","medical",0,"private or freelance work",2,417.29,"4 per year",484.72,494.74,379.35,8,7,"private garage","25-50 kW","Reg10"
0,49,"down","only partner","Female","medical",0,"private or freelance work",1,1121.7,"4 per year",1302.99,830.15,1019.74,14,13,"parking deck","75 kW","Reg5"
0,75,"stable","same","Male","medical",8,"unknown",1,259.4,"1 per year",259.41,170.78,232.64,15,6,"street","25-50 kW","Reg12"
0,25,"down","same","Female","normal",0,"private or freelance work",1,493.63,"1 per year",503.7,459.69,470.13,11,10,"street","100 kW","Reg7"
0,42,"down","only partner","Female","medical",0,"private or freelance work",1,435.3,"1 per year",444.19,484.06,431.21,14,13,"other","75 kW","Reg10"
0,44,"stable","same","Female","medical",1,"private or freelance work",1,107.04,"1 per year",107.05,99.51,104.27,18,0,"street","25-50 kW","Reg5"
1,65,"stable","all drivers > 24","Male","normal",2,"private or freelance work",2,236.86,"1 per year",236.88,287.54,236.88,18,15,"street","75 kW","Reg4"
0,31,"stable","only partner","Male","medical",1,"private or freelance work",1,309.39,"4 per year",309.4,359.9,315.22,11,5,"street","75 kW","Reg4"
0,84,"down","same","Male","normal",10,"unknown",1,442.36,"1 per year",451.39,411.18,414.24,13,0,"private garage","100 kW","Reg8"
0,37,"stable","only partner","Male","medical",0,"private or freelance work",1,121.7,"1 per year",121.71,165.41,121.71,14,3,"private garage","25-50 kW","Reg4"
0,46,"stable","only partner","Female","medical",2,"private or freelance work",2,231.69,"1 per year",231.7,257.8,225.35,10,1,"carport","100 kW","Reg5"
0,44,"stable","only partner","Male","normal",2,"private or freelance work",1,297.18,"1 per year",297.18,287.25,297.18,12,7,"private garage","75 kW","Reg4"
0,43,"stable","same","Male","normal",1,"private or freelance work",1,284.98,"2 per year",284.99,344.84,266.88,15,6,"street","225 kW","Reg2"
0,40,"down","only partner","Male","normal",1,"private or freelance work",1,173.37,"1 per year",176.91,188.74,151.64,11,2,"private garage","75 kW","Reg5"
0,61,"stable","only partner","Male","medical",1,"private or freelance work",1,186.63,"2 per year",186.64,167.93,186.64,16,10,"private garage","25-50 kW","Reg4"
0,30,"down","same","Male","normal",0,"private or freelance work",1,512.85,"4 per year",595.74,553.84,483.81,18,18,"private garage","75 kW","Reg3"
0,39,"stable","same","Male","normal",1,"private or freelance work",1,232.81,"4 per year",232.82,265.1,226.44,14,6,"street","75 kW","Reg14"
0,62,"down","young drivers","Male","medical",0,"private or freelance work",4,441.18,"4 per year",450.19,477.64,378.65,0,0,"other","25-50 kW","Reg4"
1,40,"stable","same","Male","normal",4,"private or freelance work",1,230.74,"1 per year",230.75,156.5,212.55,18,2,"unknown","125-300 kW","Reg8"
0,56,"stable","only partner","Male","normal",2,"private or freelance work",6,273.61,"1 per year",273.62,249.74,266.01,11,0,"street","100 kW","Reg4"
0,37,"stable","same","Male","normal",1,"private or freelance work",1,174.29,"1 per year",174.3,253.3,174.3,15,8,"street","75 kW","Reg4"
1,27,"stable","same","Male","normal",0,"private or freelance work",1,618.2,"4 per year",618.21,780.88,697.79,17,17,"private garage","25-50 kW","Reg8"
0,41,"stable","only partner","Male","medical",1,"private or freelance work",1,196.11,"4 per year",196.12,247.95,190.79,12,6,"other","100 kW","Reg4"
0,65,"stable","same","Female","medical",11,"unknown",1,302.19,"1 per year",302.2,266.6,304.9,18,8,"private garage","25-50 kW","Reg9"
0,52,"down","same","Male","normal",0,"private or freelance work",1,666.53,"12 per year",933.79,727.3,579.59,18,15,"private garage","75 kW","Reg3"
1,34,"stable","only partner","Male","medical",5,"unknown",1,310.39,"1 per year",310.4,225.4,299.3,14,4,"unknown","100 kW","Reg13"
0,23,"down","same","Male","normal",0,"private or freelance work",1,745.1,"12 per year",865.52,728.34,677.39,14,14,"private garage","75 kW","Reg5"
0,26,"down","same","Male","normal",0,"private or freelance work",1,538.13,"12 per year",561.53,452,467.94,17,15,"private garage","75 kW","Reg13"
0,37,"stable","only partner","Male","medical",0,"private or freelance work",1,195.5,"4 per year",195.51,264.6,195.51,13,6,"other","125-300 kW","Reg10"
0,61,"stable","only partner","Male","normal",2,"private or freelance work",1,347.19,"2 per year",347.2,283.9,353.82,8,6,"carport","100 kW","Reg7"
0,29,"down","only partner","Male","medical",0,"private or freelance work",4,392.02,"1 per year",400.02,446.89,373.73,15,15,"private garage","100 kW","Reg6"
0,35,"down","only partner","Male","medical",4,"private or freelance work",1,385.81,"2 per year",393.69,246.68,334.91,13,3,"unknown","100 kW","Reg4"
0,44,"stable","only partner","Male","normal",3,"private or freelance work",2,440.13,"1 per year",440.13,219.55,440.13,10,8,"parking deck","25-50 kW","Reg12"
0,43,"stable","only partner","Male","normal",4,"private or freelance work",1,227.74,"1 per year",227.75,164.93,223.64,3,0,"unknown","75 kW","Reg11"
0,42,"stable","same","Male","normal",1,"private or freelance work",1,230.7,"4 per year",230.7,263.04,230.7,12,8,"street","75 kW","Reg12"
0,44,"down","same","Male","normal",3,"private or freelance work",1,534.06,"4 per year",544.96,644.93,508.62,14,9,"street","75 kW","Reg5"
0,78,"stable","only partner","Male","normal",7,"unknown",1,263.56,"1 per year",263.58,262.85,263.58,11,4,"private garage","100 kW","Reg8"
0,85,"stable","same","Male","normal",10,"unknown",1,221.88,"1 per year",219.85,177.86,221.88,15,2,"private garage","75 kW","Reg11"
0,30,"down","only partner","Female","normal",1,"private or freelance work",1,296.67,"4 per year",302.72,269.74,274.17,15,14,"private garage","75 kW","Reg6"
0,84,"stable","same","Male","normal",8,"unknown",1,504.11,"1 per year",499.44,439.16,504.11,12,0,"private garage","100 kW","Reg4"
0,65,"down","young drivers","Male","medical",2,"private or freelance work",1,540.65,"2 per year",551.69,455.12,505.71,16,11,"street","75 kW","Reg5"
1,34,"down","same","Female","normal",1,"private or freelance work",1,185.92,"1 per year",189.71,245.25,166.36,15,1,"other","75 kW","Reg13"
0,41,"down","same","Male","medical",2,"private or freelance work",1,453.32,"1 per year",462.57,474.29,424.03,18,14,"private garage","75 kW","Reg2"
0,55,"stable","same","Male","normal",0,"private or freelance work",1,189.72,"1 per year",189.74,235.05,189.74,18,9,"private garage","75 kW","Reg4"
0,58,"stable","same","Male","normal",9,"private or freelance work",1,238.58,"2 per year",238.58,248.9,238.58,8,7,"private garage","100 kW","Reg6"
1,23,"down","same","Female","normal",0,"private or freelance work",1,704.88,"4 per year",818.8,696.99,640.75,4,4,"private garage","75 kW","Reg13"
0,42,"stable","same","Female","normal",1,"private or freelance work",1,255.91,"1 per year",255.93,228.61,246.77,17,4,"underground garage","75 kW","Reg5"
0,37,"down","same","Male","medical",1,"private or freelance work",1,222.89,"1 per year",227.44,226.85,202.16,5,0,"street","75 kW","Reg5"
0,38,"down","same","Male","normal",1,"private or freelance work",1,235.87,"2 per year",240.69,258.9,216.63,17,8,"other","75 kW","Reg5"
0,26,"down","same","Female","medical",0,"private or freelance work",1,251.49,"4 per year",256.63,309.26,222.74,11,5,"street","25-50 kW","Reg6"
0,29,"stable","same","Female","medical",1,"private or freelance work",1,271.34,"4 per year",271.34,312.26,271.34,13,12,"private garage","75 kW","Reg5"
0,23,"down","same","Male","normal",0,"private or freelance work",2,384.75,"12 per year",392.6,477.49,359.89,15,12,"street","75 kW","Reg3"
0,34,"down","same","Female","normal",2,"private or freelance work",1,684.05,"4 per year",698.01,397.29,651.47,17,15,"parking deck","25-50 kW","Reg4"
0,43,"stable","same","Male","normal",1,"private or freelance work",1,174.36,"4 per year",174.38,204.56,174.38,17,1,"private garage","100 kW","Reg3"
0,39,"stable","same","Male","normal",1,"private or freelance work",1,281.11,"4 per year",281.12,241.09,281.12,18,18,"private garage","100 kW","Reg13"
0,37,"stable","only partner","Male","medical",0,"private or freelance work",1,129.77,"2 per year",129.79,202.24,135.89,10,4,"private garage","100 kW","Reg3"
0,37,"stable","same","Male","normal",0,"private or freelance work",1,407.17,"12 per year",407.17,509.35,407.17,12,8,"private garage","75 kW","Reg4"
0,35,"stable","same","Male","normal",3,"private or freelance work",1,188.54,"1 per year",188.55,219.38,188.55,13,3,"parking deck","75 kW","Reg13"
0,23,"down","same","Female","normal",0,"private or freelance work",1,445.75,"1 per year",454.85,442.55,412.69,11,10,"private garage","100 kW","Reg4"
0,40,"down","same","Male","normal",2,"private or freelance work",1,606.35,"4 per year",632.71,461.57,527.26,16,14,"other","100 kW","Reg4"
0,28,"down","same","Male","normal",0,"private or freelance work",1,1162.38,"12 per year",1210.81,902.65,966.05,13,13,"street","125-300 kW","Reg6"
0,28,"down","only partner","Female","medical",0,"private or freelance work",1,662.38,"4 per year",691.18,743.09,575.99,14,14,"private garage","100 kW","Reg4"
0,32,"stable","all drivers > 24","Male","normal",1,"private or freelance work",1,385.91,"4 per year",385.92,435.38,408.53,17,8,"street","75 kW","Reg9"
0,34,"stable","only partner","Male","medical",7,"private or freelance work",3,271.81,"4 per year",271.83,255.71,271.83,12,4,"private garage","125-300 kW","Reg8"
0,36,"down","only partner","Female","normal",1,"private or freelance work",3,445.86,"1 per year",465.25,510.8,387.7,13,12,"carport","75 kW","Reg1"
0,33,"down","same","Male","normal",0,"private or freelance work",1,925.07,"4 per year",943.95,459.35,763.91,17,15,"street","75 kW","Reg4"
0,47,"down","only partner","Male","medical",3,"private or freelance work",2,251.57,"12 per year",256.7,283.48,232.49,18,18,"parking deck","25-50 kW","Reg4"
1,40,"down","only partner","Male","medical",0,"private or freelance work",1,134.35,"1 per year",137.09,166.35,109.25,12,6,"carport","100 kW","Reg3"
0,41,"up","only partner","Female","medical",8,"unknown",1,384.21,"1 per year",256.14,281.76,377.22,8,0,"private garage","75 kW","Reg8"
0,49,"down","same","Male","medical",2,"private or freelance work",1,331.4,"1 per year",338.16,266.4,300.59,18,16,"street","75 kW","Reg1"
0,42,"stable","same","Male","medical",2,"private or freelance work",1,182.61,"2 per year",182.63,270.82,182.63,16,3,"private garage","175 kW","Reg8"
0,36,"down","same","Female","medical",1,"private or freelance work",1,356.13,"4 per year",371.61,390.38,309.68,13,12,"other","75 kW","Reg7"
0,59,"stable","same","Male","normal",8,"unknown",2,251.88,"1 per year",251.88,203.78,251.88,16,2,"private estate","125-300 kW","Reg1"
0,43,"up","only partner","Female","medical",0,"private or freelance work",1,311.83,"1 per year",222.74,458.82,311.84,16,8,"other","100 kW","Reg4"
0,33,"stable","only partner","Male","normal",1,"private or freelance work",1,232.7,"1 per year",232.71,338.38,232.71,16,8,"underground garage","150 kW","Reg7"
0,37,"stable","only partner","Male","normal",1,"private or freelance work",1,140,"1 per year",138.75,159.71,140,13,3,"private garage","100 kW","Reg11"
0,51,"down","same","Male","medical",10,"unknown",1,279.53,"1 per year",285.24,218.75,244.49,10,0,"private garage","75 kW","Reg8"
0,63,"stable","only partner","Male","medical",8,"unknown",3,399.15,"2 per year",399.16,295.51,327.5,13,3,"street","175 kW","Reg10"
0,52,"stable","same","Male","medical",8,"unknown",2,195.48,"1 per year",190.28,184.14,195.48,8,0,"private garage","25-50 kW","Reg14"
0,30,"stable","same","Female","normal",1,"private or freelance work",1,237.54,"1 per year",237.55,316.71,237.55,16,7,"underground garage","75 kW","Reg8"
0,34,"stable","only partner","Male","medical",1,"private or freelance work",1,254.74,"4 per year",254.74,304.99,254.74,9,3,"private garage","100 kW","Reg4"
0,45,"stable","only partner","Female","normal",0,"private or freelance work",1,316.06,"4 per year",316.08,286.7,316.08,8,8,"private garage","100 kW","Reg8"
